_index,tx_merchant,tx_amount,tx_date,verdict,ocr_merchant,ocr_amount,ocr_date,reasoning,amount_match,merchant_match,confidence,receipt_url
446,MIDJOURNEY INC.,32.93,2024-12-30,VERIFIED,Midjourney Inc,32.93,2024-12-29,The receipt matches the bank transaction in both merchant name and amount.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-12-30_32_93.jpg
443,SHOEBOXED.* TRIAL PROF,44.25,2024-12-25,UNCLEAR,shoeboxed,0.0,,The receipt does not contain amount or date information.,False,True,0.5,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxed_trial_prof_2024-12-25_44_25_3.jpg
441,CLAUDE.AI SUBSCRIPTION,21.95,2024-12-24,VERIFIED,Anthropic,21.95,2024-12-23,"The amount and merchant name are a close match. The date on the receipt is December 23, and the bank transaction is December 24, but I am counting it as a match since transactions can sometimes take a day to appear.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-12-24_21_95.jpg
442,PIKA.ART,28.0,2024-12-24,VERIFIED,Pika,28.0,2024-12-23,"The amount matches exactly and the merchant name is similar enough. The date is one day off, but the transaction could have been processed the next day.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2024-12-24_28_0.jpg
436,SH NASHVILLE - OTHER,20.68,2024-12-20,VERIFIED,Soho House Nashville,20.68,2024-12-20,Amounts and Merchant are similar,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-20_20_68.jpg
437,TST*GREEN HILLS GRILLE,49.84,2024-12-20,VERIFIED,Green Hills Grille,49.84,2024-12-20,The amount and merchant are close enough to match the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-12-20_49_84_3.jpg
433,CORNER PUB,130.12,2024-12-19,MISMATCH,Corner Pub Green Hills,130.01,2023-04-18,"Transaction Date Mismatch: Receipt Date 2023-04-18 vs Bank Date 2024-12-19, Amount Match OK",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-12-19_130_12_3.jpg
434,METROPOLIS PARKING,16.29,2024-12-19,VERIFIED,metropolis,15.99,2024-12-18,The merchant name is the same. The amounts are within the acceptable difference ($16.29 and $15.99).,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-19_16_29.jpg
435,ROSTR PRO* TRIAL OVER,360.0,2024-12-19,VERIFIED,"ROSTR, Inc",360.0,2024-12-19,The amount and merchant name match the bank transaction details.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_trial_over_2024-12-19_360_0.jpg
429,CHARTMETRIC,160.0,2024-12-18,VERIFIED,"Chartmetric, Inc.",160.0,2024-12-18,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-12-18_160_0.jpg
430,METROPOLIS PARKING,15.99,2024-12-18,VERIFIED,metropolis,15.99,2024-12-18,The amount and the merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-18_15_99_3.jpg
431,W NASHVILLE,55.98,2024-12-18,VERIFIED,W Nashville,55.98,2024-12-18,Merchant name and amount are matching.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_55_98.jpg
432,W NASHVILLE,180.0,2024-12-18,VERIFIED,W Nashville,180.0,2024-12-18,Merchant and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_180_0.jpg
427,METROPOLIS PARKING,21.0,2024-12-17,VERIFIED,metropolis,21.0,2024-12-12,The receipt from Metropolis shows a total amount of $21.00. The bank transaction from METROPOLIS PARKING shows a total of $21.00. The dates are close enough to be verified. The merchant names match.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-17_21_0.jpg
428,TST*CROWS NEST,80.7,2024-12-17,VERIFIED,Crow's Nest,80.7,2024-12-17,Amount and merchant name match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstcrows_nest_2024-12-17_80_7.jpg
426,SH NASHVILLE - OTHER,45.24,2024-12-16,VERIFIED,Soho House Nashville,45.24,2024-11-08,"The receipt amount matches the bank transaction amount, and the merchant name is similar. However, the receipt date does not match the transaction date.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-16_45_24.jpg
422,CLOUDFLARE,5.0,2024-12-14,VERIFIED,CLOUDFLARE,5.0,2025-01-14,Merchant and amount match. Date on receipt is a future date. ,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-12-14_5_0.jpg
420,SOURCEGRAPH INC,9.0,2024-12-13,MISMATCH,"Sourcegraph, Inc.",9.0,2024-11-13,"The receipt merchant and amount match the bank transaction, but the dates are different. Receipt November 13, transaction December 13.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-12-13_9_0.jpg
418,METROPOLIS PARKING,21.0,2024-12-12,VERIFIED,metropolis,21.0,2024-12-12,Amount and merchant match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-12_21_0.jpg
419,SH NASHVILLE - OTHER,15.51,2024-12-12,VERIFIED,Soho House Nashville,15.51,2024-12-12,Merchant names are similar and the amounts match.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-12_15_51.png
417,UBER *TRIP,46.83,2024-12-09,VERIFIED,Uber,46.83,2024-12-08,Amounts match exactly and merchant is the same.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_46_83.jpg
412,CALENDARBRIDGE,10.0,2024-12-08,VERIFIED,CalendarBridge,10.0,2024-12-08,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-12-08_10_0.jpg
413,SPOTIFY USA,13.13,2024-12-08,VERIFIED,Spotify USA Inc.,13.13,2024-12-08,The merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-12-08_13_13_3.jpg
414,VHLV-KITCHEN AT COMMON,35.0,2024-12-08,VERIFIED,The Kitchen at Commo,35.0,2024-12-08,The amount and merchant are a close match to the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_kitchen_at_common_2024-12-08_35_0.jpg
404,"Annual user fee for Cursor application, code, design tool - DH.com, Presentations, Plans, Etc Development.",766.92,2024-12-07,VERIFIED,Cursor,766.92,2024-12-07,The merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_pro_annual_766.92_dec7_2024.png
405,DESERT STAR LOUNGE,19.0,2024-12-07,VERIFIED,Desert Star Bar,19.0,2024-12-07,"Merchant names match, amounts match exactly.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_star_lounge_2024-12-07_19_0.jpg
406,GOLDEN NUGGET HOTEL LV,1142.43,2024-12-07,VERIFIED,GOLDEN NUGGET,1142.43,2024-12-06,The amount and merchant name both match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-12-07_1142_43.png
407,HOTELTONIGHT*VIRGIN HO,355.0,2024-12-07,VERIFIED,Hotel Tonight,355.0,2024-12-07,The merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hoteltonightvirgin_ho_2024-12-07_355_0.png
408,PIZZA FORTE HARD ROCK,33.16,2024-12-07,VERIFIED,Pizza Forte,33.16,2024-12-07,Merchant names are similar and the amounts match exactly.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pizza_forte_hard_rock_2024-12-07_33_16.jpg
409,SOUTHWES 5262587584631,664.98,2024-12-07,VERIFIED,Southwest,664.98,2024-12-07,"Merchant name is similar, amount matches exactly and date matches between the receipt and bank transaction.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262587584631_2024-12-07_664_98.jpg
410,UBER *TRIP,34.68,2024-12-07,VERIFIED,Uber,34.68,2024-12-06,"The receipt is for an Uber trip, the amount matches the bank transaction, and the dates are within one day.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-07_34_68.png
411,VHLV-CHOW FUN,40.6,2024-12-07,VERIFIED,Chef Xue,40.6,2024-07-24,Amount and merchant are similar enough to match the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_chow_fun_2024-12-07_40_6.jpg
394,COSMOPOL-BANG BAR,33.38,2024-12-06,VERIFIED,THE COSMOPOLITAN,33.38,2024-12-06,"The amount and date match, and 'COSMOPOLITAN' is very similar to 'COSMOPOL-BANG BAR'.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_bang_bar_2024-12-06_33_38.jpg
395,CURB LV TAXI YCS,29.87,2024-12-06,NOT_FOUND,,,,HTTP 404: Cannot fetch receipt,,,,https://pub-c0c885fb36764626ab43eb0160083b3f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_29_87.jpg
396,CURB LV TAXI YCS,18.89,2024-12-06,VERIFIED,844167307884,18.89,2024-12-06,"Amount and date match the bank transaction. Merchant is not clear, but within reason.",True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_18_89_3.jpg
397,DESERT CAB,43.49,2024-12-06,VERIFIED,Desert,43.49,2024-12-06,The receipt merchant and amount match the bank transaction within acceptable tolerances.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_cab_2024-12-06_43_49_3.jpg
398,PORT OF SUBS 0053,17.55,2024-12-06,VERIFIED,Port of Subs #053,17.55,2024-12-06,"Merchant is a close match, amount matches exactly, and date is correct.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/port_of_subs_0053_2024-12-06_17_55_3.jpg
400,UBER *TRIP,20.84,2024-12-06,VERIFIED,Uber,20.84,2024-12-06,"The receipt amount, date, and merchant match the bank transaction.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_20_84.jpg
401,UBER *TRIP,54.93,2024-12-06,VERIFIED,Uber,54.93,2024-12-05,The amount and merchant name match the bank transaction. The receipt date is also close.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_54_93.jpg
402,UBER *TRIP,35.21,2024-12-06,VERIFIED,Uber,35.21,2024-12-05,"The amount and merchant are a close match. The dates are within one day, which is reasonable for a ride-sharing service.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_35_21_3.jpg
388,BONANNOS NY PIZZERIA D,38.82,2024-12-05,VERIFIED,Bonanno's Pizzeria MGM Dome,38.82,2024-12-05,Merchant names are similar and the amounts match exactly.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/bonannos_ny_pizzeria_d_2024-12-05_38_82_3.jpg
389,CHICK-FIL-A LAS VEGAS,24.25,2024-12-05,VERIFIED,Chick-Fil-A,24.25,2024-12-04,The merchant and amount match the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chick_fil_a_las_vegas_2024-12-05_24_25.jpg
390,DESERT CAB,34.44,2024-12-05,NOT_FOUND,,,,HTTP 404: Cannot fetch receipt,,,,https://pub-c0c885fb36764626ab43eb0160083b3f.r2.dev/receipts/desert_cab_2024-12-05_34_44.jpg
391,LAS VEGAS CONVENTION CTR,26.5,2024-12-05,VERIFIED,Las Vegas konventio Center,26.5,2024-12-15,The amount matches and the merchant name is similar to the bank transaction. The date is within a reasonable timeframe.,True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/las_vegas_convention_ctr_2024-12-05_26_5.jpg
393,UBER *TRIP,21.51,2024-12-05,VERIFIED,Uber,21.51,2024-12-05,The amount and the merchant are verified,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-05_21_51_3.jpg
384,CURB LV TAXI NELLIS,37.18,2024-12-04,VERIFIED,NELLIS CAB,37.18,2024-12-03,Amount and merchant are similar and within acceptable tolerances.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_nellis_2024-12-04_37_18.jpg
385,CURB LV TAXI YCS,46.32,2024-12-04,MISMATCH,National,23.33,2025-04-11,"The merchant is similar, but the amounts do not match and the dates are different.",False,False,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-04_46_32.jpg
386,PROFESSIONAL RODEO COWBO,75.0,2024-12-04,VERIFIED,PROFESSIONAL RODEO COWBOY,75.0,2024-12-03,Merchant and amount match. The date is off by one day but close enough,True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/professional_rodeo_cowbo_2024-12-04_75_0.jpeg
378,COSMOPOL-BLUE RIBBON,708.64,2024-12-03,VERIFIED,Blue Ribbon Las Vega,708.44,2024-12-03,"The receipt is from Blue Ribbon, and the amount is within $2 of the bank transaction.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_blue_ribbon_2024-12-03_708_64.jpg
379,RWLV RW STORE HILTON,31.67,2024-12-03,VERIFIED,Resorts World,31.67,2024-12-03,Amount and merchant match transaction details.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rwlv_rw_store_hilton_2024-12-03_31_67_3.jpg
380,STARBUCKS 65853,22.37,2024-12-03,VERIFIED,Starbucks,22.37,2024-12-03,Merchant names are a close match (Starbucks). The transaction amount matches the receipt total.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/starbucks_65853_2024-12-03_22_37_3.jpg
381,UBER *TRIP,28.46,2024-12-03,MISMATCH,Uber,28.93,2024-12-06,"The receipt date is December 6, 2024, which does not match the bank transaction date of December 3, 2024, also the amounts do not match but are within the $5.00 threshold.",False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_28_46_3.png
382,UBER *TRIP,48.15,2024-12-03,VERIFIED,Uber,48.15,2024-12-02,"Amount and merchant match. The date is one day off, but the overall transaction is close enough to be verified.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_48_15.jpg
383,UBER *TRIP,24.22,2024-12-03,VERIFIED,Uber,24.22,2024-12-02,Amount and merchant are verified within tolerance and names are similar. Date within 1 day.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_24_22.jpg
373,SO PT CATALINA BAR,11.0,2024-12-02,MISMATCH,Social Curator,25.0,2019-01-01,"The merchant and date do not match the bank transaction. The receipt is from Social Curator and the bank transaction is for SO PT CATALINA BAR. Also, the date on the receipt is 2019-01-01 and the bank transaction is 2024-12-02",False,False,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/so_pt_catalina_bar_2024-12-02_11_00.jpg
374,THE URBAN JUICER,12.25,2024-12-02,VERIFIED,THE URBAN JUICER,12.25,2024-12-02,The amount and merchant name both match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_urban_juicer_2024-12-02_12_25_3.jpg
375,UBER *TRIP,51.07,2024-12-02,VERIFIED,Uber,51.07,2024-12-02,The amounts match and the merchant names are similar.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-02_51_07_3.jpg
376,UBER *TRIP,37.14,2024-12-02,VERIFIED,Uber,37.14,2024-12-02,"Amount matches exactly, and the merchant name is an exact match.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-02_37_14_3.jpg
377,WENDYS #652,20.14,2024-12-02,VERIFIED,Wendy's Restaurant,20.14,2024-12-02,Merchant names are similar and amounts match.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/wendys_652_2024-12-02_20_14.jpg
372,EXPENSIFY INC.,19.76,2024-12-01,VERIFIED,Expensify,19.76,2024-12-01,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-12-01_19_76_3.jpg
370,IM-ADA.AI,100.0,2024-11-30,VERIFIED,Ada Al,100.0,2024-11-30,The amount and merchant name are the same as the bank transaction. im-ada.ai and Ada Al are considered the same merchant.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-30_100_0.jpg
371,MIDJOURNEY INC.,32.93,2024-11-30,VERIFIED,Midjourney Inc,32.93,2024-11-29,"The amount and merchant name match the bank transaction, with the dates being very close.",True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-11-30_32_93.jpg
368,GOLDEN NUGGET HOTEL LV,123.17,2024-11-29,MISMATCH,Golden Nugget Las Vegas,123.17,2024-11-29,"Dates do not match. The total on the receipt does not equal the amount in the bank transaction. This receipt is just an invoice breakdown, the final payment was made on the front desk with VISA, but the total amount is not clear.",False,True,0.75,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-11-29_123_17.png
366,PMC - PAID PARKING,12.84,2024-11-27,VERIFIED,PMC,12.84,,Merchant name and amount match the bank transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-11-27_12_84.jpg
367,SOUTHWES 5262584463367,884.98,2024-11-27,VERIFIED,Southwest,884.98,2024-12-02,Amounts match and merchant names are similar.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262584463367_2024-11-27_884_98.jpg
365,METROPOLIS PARKING,26.25,2024-11-26,VERIFIED,metropolis,26.25,2024-11-25,Amounts match exactly and merchant name is the same.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-26_26_25_3.jpg
361,CORNER PUB,72.89,2024-11-25,VERIFIED,The Original Corner Pub,72.0,2024-11-25,Amount is within $2 and merchant names are similar. CORNER PUB is similar to The Original Corner Pub.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-25_72_89_3.jpg
362,CORNER PUB,51.98,2024-11-25,VERIFIED,The Original Corner Pub,51.98,2024-11-25,Merchant name is similar and amount matches.,True,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-11-25_51_98.heic
363,METROPOLIS PARKING,26.25,2024-11-25,VERIFIED,metropolis,26.25,2024-11-24,The amount and merchant are similar enough to verify the transaction.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-25_26_25_3.jpg
364,SH NASHVILLE - OTHER,38.78,2024-11-25,VERIFIED,Soho House Nashville,38.78,2024-11-25,The amount matches and the merchant name is similar.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-25_38_78.jpg
358,CLAUDE.AI SUBSCRIPTION,21.95,2024-11-24,VERIFIED,Anthropic,21.95,2024-11-23,The merchant name and amount match the bank transaction. The date is within an acceptable range given the bank transaction date.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-11-24_21_95.jpg
360,SH NASHVILLE - OTHER,52.99,2024-11-24,VERIFIED,Soho House Nashville,52.99,2024-11-24,Merchant and amount match within the specified tolerance.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-24_52_99.jpg
357,METROPOLIS PARKING,26.25,2024-11-23,VERIFIED,metropolis,26.25,2024-11-22,"Amounts match and merchant name is similar, only the date is off by one day.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-23_26_25_3.jpg
354,SH NASHVILLE - OTHER,34.9,2024-11-22,VERIFIED,Soho House Nashville,34.9,2024-11-22,The amount and merchant are a close match.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_34_9.jpg
355,SH NASHVILLE - OTHER,59.46,2024-11-22,VERIFIED,Soho House Nashville,59.46,2024-11-22,The amount and merchant name are a close match.,True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_59_46.png
356,SH NASHVILLE - OTHER,15.51,2024-11-22,VERIFIED,Soho House Nashville,15.51,2024-11-22,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-22_15_51.jpg
352,METROPOLIS PARKING,26.25,2024-11-21,MISMATCH,metropolis,26.25,2024-11-15,"The dates of the transactions are different, the bank transaction occurred on 2024-11-21 and the receipt date is 2024-11-15. While the merchant and amount are verified, the receipt date does not match.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-21_26_25_3.jpg
353,PARKING OMNI NASHVILLE PA,34.96,2024-11-21,VERIFIED,Omni Nashville,34.96,2024-11-21,Merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_omni_nashville_pa_2024-11-21_34_96_3.jpg
350,IM-ADA.AI,100.0,2024-11-20,VERIFIED,Ada Al,100.0,2024-11-20,Amount and merchant are similar and date is valid.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-20_100_0.jpg
351,METROPOLIS PARKING,20.66,2024-11-20,MISMATCH,PMC,89.82,,"The merchant name is similar, but the amount is significantly different at $89.82 vs $20.66.",False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-20_20_66.jpg
349,MARSH HOUSE,30.69,2024-11-19,MISMATCH,Soho House Nashville,62.04,2024-10-11,"Merchant names are similar, but the amounts are significantly different, and the dates do not match.",False,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/marsh_house_2024-11-19_30_69.jpg
823,Midjourney,32.93,2024-11-18,MISMATCH,Midjourney Inc,32.93,2025-10-27,The amount matches but the receipt date of 2025-10-27 does not match the transaction date of 2024-11-18.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/receipt_19a2665bba37_att1.jpg
348,CHARTMETRIC,160.0,2024-11-18,VERIFIED,"Chartmetric, Inc.",160.0,2024-11-18,The amount and merchant name on the receipt match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-11-18_160_0.jpg
347,BROADWAY BREWHOUSE DOWNTO,47.34,2024-11-17,VERIFIED,Broadway Brewhouse Downtown,47.34,2024-11-17,Merchant names are similar and amounts match exactly.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/broadway_brewhouse_downto_2024-11-17_47_34_3.jpg
346,METROPOLIS PARKING,26.25,2024-11-16,VERIFIED,metropolis,26.25,2024-11-15,Amount and merchant match bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-16_26_25_3.jpg
341,METROPOLIS PARKING,29.4,2024-11-15,MISMATCH,metropolis,15.99,2025-02-26,Merchant names are similar (METROPOLIS vs METROPOLIS PARKING) but the amount differs significantly ($15.99 vs $29.40) and the dates are different. The date on the receipt also appears to be in the future.,False,True,0.9,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-15_29_4.jpg
342,METROPOLIS PARKING,15.99,2024-11-15,MISMATCH,metropolis,15.99,2024-11-12,"The dates do not match. Receipt Date: 2024-11-12, Bank Transaction Date: 2024-11-15, but merchant and amount are good",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-15_15_99_3.jpg
344,SH NASHVILLE - OTHER,16.8,2024-11-15,VERIFIED,Soho House Nashville,16.8,2024-11-15,"Merchant names are similar, and amounts match.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-15_16_8.jpg
336,12 SOUTH TAPROOM &AMP; GRILL,279.44,2024-11-14,VERIFIED,12 South Taproom,279.44,2024-11-13,"Merchant name and amount are a close match to bank transaction, within the specified tolerances.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-11-14_279_44.jpg
337,ANTHROPIC,27.44,2024-11-14,VERIFIED,Anthropic,27.44,2024-11-14,Amount and merchant match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2024-11-14_27_44.jpg
338,CLOUDFLARE,5.0,2024-11-14,MISMATCH,CLOUDFLARE,5.0,2025-01-14,"Receipt date is 2025-01-14, transaction date is 2024-11-14. Invoice amount matches bank transaction. Merchant names match.",True,True,0.95,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-11-14_5_0.jpg
339,METROPOLIS PARKING,15.99,2024-11-14,VERIFIED,metropolis,15.99,2024-11-14,The merchant name and amount match the bank transaction.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-14_15_99_3.jpg
340,SH NASHVILLE - OTHER,7.76,2024-11-14,VERIFIED,Soho House Nashville,7.76,2024-11-14,The amount and date match the bank transaction. The merchant name is similar.,True,True,1.0,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-11-14_7_76.jpg
