Date,Description,Amount,Category,Receipt URL,Validation Status,Notes
2025-01-06,THE DONELSON PUB,$13.50,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1196_unknown_address_suggests_nashv_2025-01-05_13_50.jpg,verified,Donelson Pub - Meeting with Doug Phillips (Sony) and Arliss Albritton
2025-01-06,THE DONELSON PUB,$50.00,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1197_the_donelson_pub_2025-01-05_50_00.jpg,verified,Donelson Pub - Meeting with Doug Phillips (Sony) and Arliss Albritton
2025-01-05,THE GOAT MOUNT JULIET,$155.60,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1192_the_goat_mount_juliet_2025-01-04_135_59.jpg,verified,"The Goat Mount Juliet - Dinner with Rachel, Kevin Sabbe"
2025-01-04,DEL FRISCOS GRIL BRNTWOD,$78.36,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1190_del_frisco_s_grille_2025-01-03_78_35.jpg,verified,Del Friscos Brentwood - Dinner with Ben Kline (Red Light Management)
2025-01-04,DEL FRISCOS GRIL BRNTWOD,$65.88,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1191_del_frisco_s_grille_2025-01-03_65_87.jpg,verified,Del Friscos Brentwood - Dinner with Ben Kline (Red Light Management)
2025-01-01,EXPENSIFY INC.,$19.76,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1189_expensify_2025-01-01_19_76.jpg,verified,Expensify - Expense tracking and reporting (Monthly)
2025-01-01,ANTHROPIC,$21.95,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4351_anthropic_2025-01-01_21_95.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2024-12-31,APPLE.COM/BILL,$31.91,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4323_apple_app_store_purchase_2024-12-31_31_91.png,verified,Apple - App Store subscriptions (Monthly)
2024-12-30,LITTLE CAESARS 1890-0003,$51.30,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1187_little_caesars_2024-12-30_51_29.jpg,verified,"Pizza - Down Home weekly check-in with Rachel, Kevin Sabbe"
2024-12-30,MIDJOURNEY INC.,$32.93,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1188_midjourney_inc_2024-12-29_32_92.jpg,verified,"Midjourney - Marketing, creative, pitch decks (Monthly)"
2024-12-29,APPLE.COM/BILL,$16.45,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4326_apple_app_store_purchase_2024-12-29_16_45.png,verified,Apple - App Store subscriptions (Monthly)
2024-12-27,APPLE.COM/BILL,$40.33,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4346_apple_apple_one_premier_2024-12-27_40_33.png,verified,Apple - Apple One Monthly
2024-12-25,SHOEBOXED.* TRIAL PROF,$44.25,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1185_shoeboxed_trial_prof_2024-12-25_44_25.jpg,verified,ShoeBoxed - Receipt scanning and organization (Monthly)
2024-12-24,CLAUDE.AI SUBSCRIPTION,$21.95,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1183_anthropic_2024-12-23_21_94.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2024-12-24,PIKA.ART,$28.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1184_prika_2024-12-23_28_00.jpg,verified,Pika Art - AI video generation (Monthly)
2024-12-20,SH NASHVILLE - OTHER,$20.68,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1178_soho_house_nashville_2024-12-20_20_67.jpg,verified,Soho House Nashville - Coffee with Mandy Goenner (Taillight)
2024-12-20,TST*GREEN HILLS GRILLE,$49.84,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1179_green_hills_grille_2024-12-20_49_84.jpg,verified,Green Hills Grille - Lunch with Cindy Mabe (UMG)
2024-12-19,CORNER PUB,$130.12,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1175_corner_pub_2024-12-19_130_12.jpg,verified,Corner Pub - Dinner with Scott Siman (Em.co) and Dallas Jackson
2024-12-19,METROPOLIS PARKING,$16.29,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1176_metropolis_2024-12-18_15_99.jpg,verified,Parking - Film/TV meeting
2024-12-19,ROSTR PRO* TRIAL OVER,$360.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1177_rostr_inc_2024-12-19_360_00.jpg,verified,Rostr Pro - Music industry CRM and contacts (Monthly)
2024-12-18,CHARTMETRIC,$160.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1171_chartmetric_inc_2024-12-18_160_00.jpg,verified,Chartmetric - Music industry analytics (Monthly)
2024-12-18,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1172_metropolis_2024-12-18_15_99.jpg,verified,Parking - Downtown meeting
2024-12-18,W NASHVILLE,$55.98,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1173_w_nashville_2024-12-18_55_97.jpg,verified,W Nashville - Event
2024-12-16,SH NASHVILLE - OTHER,$45.24,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1168_soho_house_nashville_2019-11-08_45_24.jpg,verified,Soho House Nashville - Down Home check-in with Rachel
2024-12-14,CLOUDFLARE,$5.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1164_cloudflare_2025-01-14_5_00.jpg,verified,Cloudflare - CDN and DNS for Down Home websites (Monthly)
2024-12-13,SOURCEGRAPH INC,$9.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1162_sourcegraph_inc_2024-12-13_9_00.jpg,verified,Sourcegraph - Code search and intelligence (Monthly)
2024-12-12,METROPOLIS PARKING,$21.00,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1160_metropolis_2024-12-12_21_00.jpg,verified,Parking - Downtown meeting
2024-12-12,SH NASHVILLE - OTHER,$15.51,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1161_soho_house_nashville_2024-12-12_15_50.png,verified,Soho House Nashville - Comedy rehearsal with Jason Ross (Down Home)
2024-12-12,APPLE.COM/BILL,$17.55,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4331_apple_app_store_purchase_2024-12-12_17_55.png,verified,Apple - App Store subscriptions (Monthly)
2024-12-09,UBER *TRIP,$34.07,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1158_uber_2024-12-08_34_07.jpg,verified,Uber from Nashville Airport to home office - returning from NFR Finals
2024-12-09,UBER *TRIP,$46.83,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1159_uber_2024-12-08_46_82.jpg,verified,Uber around Nashville - post-NFR meetings
2024-12-08,VHLV-LODGING,$108.84,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/416_vhlv_lodging_2024-12-08_108_84.png,verified,Virgin Hotel - Resort fee Las Vegas
2024-12-08,CALENDARBRIDGE,$10.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1155_calendarbridge_2024-12-08_10_00.jpg,verified,CalendarBridge - Calendar sync across accounts (Monthly)
2024-12-08,SPOTIFY USA,$13.13,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1156_spotify_usa_inc_2024-12-08_13_13.jpg,verified,Spotify Premium - Music research and industry tracking (Monthly)
2024-12-08,VHLV-KITCHEN AT COMMON,$35.00,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1157_vhlv_kitchen_at_common_2024-12-08_35_00.jpg,verified,Virgin Hotel Kitchen - Breakfast during Vegas trip
2024-12-07,CURB LV TAXI YCS,$16.83,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1146_curb_lv_taxi_ycs_2024-12-07_16_82.png,verified,Curb Taxi - Las Vegas NFR transportation
2024-12-07,"Annual user fee for Cursor application, code, design tool - DH.com, Presentations, Plans, Etc Development.",$766.92,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1147_cursor_2024-12-07_766_91.png,verified,Cursor - AI code editor (Annual)
2024-12-07,DESERT STAR LOUNGE,$19.00,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1148_desert_star_bar_2024-12-07_19_00.jpg,verified,Desert Star Lounge - NFR Vegas
2024-12-07,GOLDEN NUGGET HOTEL LV,$1142.43,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1149_golden_nugget_las_vegas_2024-12-07_1142_43.png,verified,Golden Nugget Hotel - NFR Las Vegas lodging
2024-12-07,HOTELTONIGHT*VIRGIN HO,$355.00,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1150_hoteltonight_for_virgin_hotels_2024-12-06_355_00.png,verified,HotelTonight - Virgin Hotel Las Vegas
2024-12-07,PIZZA FORTE HARD ROCK,$33.16,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1151_pizza_forte_2024-12-07_33_15.jpg,verified,Pizza Forte Hard Rock - NFR Vegas meal
2024-12-07,SOUTHWES 5262587584631,$664.98,DH: Travel Costs - Airfare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1152_southwest_2024-12-07_664_98.jpg,verified,Southwest Airlines - Dallas retreat flight
2024-12-07,UBER *TRIP,$34.68,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1153_uber_2024-12-06_34_67.png,verified,Uber from hotel to Las Vegas Airport - returning from NFR Finals
2024-12-07,VHLV-CHOW FUN,$40.60,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1154_vhlv_chow_fun_2024-12-06_40_60.jpg,verified,Virgin Hotel Chow Fun - Dinner during Vegas trip
2024-12-06,STARBUCKS STORE 00661,$9.86,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/145_starbucks_store_00661_2024-12-06_9_85.png,verified,Starbucks - Coffee with Rachel
2024-12-06,COSMOPOL-BANG BAR,$33.38,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1137_the_cosmopolitan_2024-12-07_33_38.jpg,verified,Cosmopolitan Bang Bar - NFR Las Vegas
2024-12-06,CURB LV TAXI YCS,$29.87,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1138_curb_lv_taxi_ycs_2024_12_06_70_2024-12-06_29_87.png,verified_visual,Curb Taxi - Las Vegas NFR transportation
2024-12-06,CURB LV TAXI YCS,$18.89,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1139_not_listed_implied_taxi_servic_2024-12-04_18_89.jpg,verified,Taxi from airport - Las Vegas
2024-12-06,DESERT CAB,$43.49,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1140_desert_cab_2024-12-06_43_49.jpg,verified,Taxi to hotel - Las Vegas
2024-12-06,PORT OF SUBS 0053,$17.55,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1141_port_of_subs_053_2022-12-06_17_55.jpg,verified,Port of Subs - NFR Las Vegas lunch
2024-12-06,UBER *TRIP,$20.84,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1143_uber_2024-12-06_20_83.jpg,verified,Uber to NFR afterparty venue - NFR Finals networking
2024-12-06,UBER *TRIP,$54.93,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1144_uber_2024-12-05_54_92.jpg,verified,Uber from Las Vegas Strip to hotel - NFR Finals week
2024-12-06,UBER *TRIP,$35.21,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1145_uber_2024-12-05_35_21.jpg,verified,Uber around Las Vegas - NFR Finals final day
2024-12-05,BONANNOS NY PIZZERIA D,$38.82,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1131_bonanno_s_pizzeria_mgm_dome_2024-12-05_38_82.jpg,verified,Bonannos Pizzeria - NFR Las Vegas dinner
2024-12-05,CHICK-FIL-A LAS VEGAS,$24.25,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1132_chick_fil_a_2024-12-04_24_25.jpg,verified,Chick-fil-A - NFR Las Vegas lunch
2024-12-05,DESERT CAB,$34.44,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1133_desert_cab_2024-12-05_34_43.png,verified,Desert Cab - Las Vegas NFR transportation
2024-12-05,LAS VEGAS CONVENTION CTR,$26.50,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1134_las_vegas_convention_ctr_2024-12-05_26_50.jpg,verified,Las Vegas Convention Center - NFR Film/TV event
2024-12-05,UBER *TRIP,$21.51,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1136_uber_2024-12-05_21_51.jpg,verified,Uber around Las Vegas - NFR Finals week events
2024-12-04,CURB LV TAXI NELLIS,$37.18,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1127_nellis_cab_2024-12-03_37_17.jpg,verified,Taxi - Las Vegas NFR
2024-12-04,CURB LV TAXI YCS,$46.32,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1128_curb_lv_taxi_ycs_2024-12-04_46_32.png,verified,Curb Taxi - Las Vegas NFR transportation
2024-12-04,PROFESSIONAL RODEO COWBO,$75.00,DH: BD: Client Entertainment,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1129_professional_rodeo_cowboy_2024-12-03_75_00.jpeg,verified,Professional Rodeo Cowboys Assn - NFR ticket
2024-12-03,COSMOPOL-BLUE RIBBON,$708.64,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1121_blue_ribbon_las_vegas_2024-12-03_708_63.jpg,verified,Cosmopolitan Blue Ribbon - NFR event dinner
2024-12-03,RWLV RW STORE HILTON,$31.67,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1122_resorts_world_2024-12-03_31_67.jpg,verified,Resorts World Hilton - Golden Nugget prep
2024-12-03,STARBUCKS 65853,$22.37,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1123_starbucks_2021-12-03_22_37.jpg,verified,Starbucks - Coffee during Golden Nugget prep
2024-12-03,UBER *TRIP,$28.46,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1124_uber_trip_2024-12-03_28_46.png,verified,Uber from Las Vegas Airport to Downtown Las Vegas - NFR Finals week
2024-12-03,UBER *TRIP,$48.15,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1125_uber_2024-12-04_48_14.jpg,verified,Uber from Downtown Las Vegas to Las Vegas Strip - NFR Finals week
2024-12-03,UBER *TRIP,$24.22,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1126_uber_2024-12-02_24_21.jpg,verified,Uber around Las Vegas - NFR Finals week networking
2024-12-03,APPLE.COM/BILL,$23.14,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4324_apple_apple_music_family_2024-12-03_23_14.png,verified,Apple - Apple One Monthly
2024-12-02,SO PT CATALINA BAR,$11.00,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1116_so_pt_catalina_bar_2024-12-02_11_00.png,verified,South Point Catalina Bar - NFR event drinks
2024-12-02,THE URBAN JUICER,$12.25,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1117_the_urban_juicer_2024-12-02_12_25.jpg,verified,Urban Juicer - Juice during Golden Nugget Vegas trip
2024-12-02,UBER *TRIP,$51.07,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1118_uber_2024-12-02_51_07.jpg,verified,Uber to Thomas & Mack Center - NFR Finals attendance
2024-12-02,UBER *TRIP,$37.14,DH: Travel Costs - Cab/Uber/Bus Fare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1119_uber_2024-12-02_37_14.jpg,verified,Uber from home office to Nashville Airport - departing for NFR Finals
2024-12-02,WENDYS #652,$20.14,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1120_wendy_s_restaurant_6527_2024-12-02_20_14.jpg,verified,Wendys - NFR Vegas quick meal
2024-12-01,EXPENSIFY INC.,$19.76,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1115_expensify_2024-12-01_19_76.jpg,verified,Expensify - Expense tracking and reporting (Monthly)
2024-11-30,IM-ADA.AI,$100.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1113_im_ada_ai_2024-11-30_100_00.jpg,verified,Ada AI - AI conversation platform (Monthly)
2024-11-30,MIDJOURNEY INC.,$32.93,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1114_midjourney_inc_2024-11-29_32_92.jpg,verified,"Midjourney - Marketing, creative, pitch decks (Monthly)"
2024-11-29,GOLDEN NUGGET HOTEL LV,$123.17,DH: Travel Costs - Hotel,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1111_golden_nugget_hotel_lv_2024-11-29_123_17.png,verified,Golden Nugget Hotel - NFR Vegas meal credit
2024-11-27,PMC - PAID PARKING,$12.84,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1109_pmc_2024-11-27_12_83.jpg,verified,Parking - Downtown meeting
2024-11-27,SOUTHWES 5262584463367,$884.98,DH: Travel Costs - Airfare,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1110_southwest_2024-12-02_884_98.jpg,verified,Southwest Airlines - Nashville December flight
2024-11-26,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1108_metropolis_2024-11-25_26_25.jpg,verified,Parking - Downtown meeting
2024-11-25,CORNER PUB,$72.89,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1104_the_original_corner_pub_2024-11-25_72_00.jpg,verified,"Corner Pub - Lunch with Scott Siman (Em.co), Dallas Jackson, and Blake"
2024-11-25,CORNER PUB,$51.98,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1105_corner_pub_2024-11-25_51_97.jpg,verified,Corner Pub - Lunch with Scott Siman (Em.co)
2024-11-25,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1106_metropolis_parking_2024-11-24_26_25.jpg,verified,Parking - Downtown meeting
2024-11-25,SH NASHVILLE - OTHER,$38.78,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1107_soho_house_nashville_2024-11-25_38_78.jpg,verified,Soho House Nashville - Meeting with Scott Siman (Em.co)
2024-11-24,CLAUDE.AI SUBSCRIPTION,$21.95,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1101_anthropic_2024-11-23_21_94.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2024-11-24,SH NASHVILLE - OTHER,$52.99,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1103_soho_house_nashville_2024-11-24_52_99.jpg,verified,Soho House Nashville - Meeting with Jason Ross (Down Home)
2024-11-23,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1100_metropolis_2024-11-22_26_25.jpg,verified,Parking - Downtown meeting
2024-11-22,SH NASHVILLE - OTHER,$34.90,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1097_soho_house_nashville_2024-11-22_34_89.jpg,verified,Soho House Nashville - Dinner with Abbi Roth
2024-11-22,SH NASHVILLE - OTHER,$59.46,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1098_soho_house_nashville_2024-11-22_59_46.png,verified,Soho House Nashville - Meeting with Bill Stapleton
2024-11-22,SH NASHVILLE - OTHER,$15.51,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1099_soho_house_nashville_2024-11-22_15_50.jpg,verified,Soho House Nashville - Drinks with Abbi Roth
2024-11-21,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1095_metropolis_parking_2024-11-21_26_25.jpg,verified,Parking - Downtown meeting
2024-11-21,PARKING OMNI NASHVILLE PA,$34.96,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1096_omni_nashville_2024-11-21_34_96.jpg,verified,Parking - Omni Nashville meeting
2024-11-20,IM-ADA.AI,$100.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1093_ada_ai_2024-11-20_100_00.jpg,verified,Ada AI - AI conversation platform (Monthly)
2024-11-20,METROPOLIS PARKING,$20.66,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1094_pmc_paid_parking_2024-08-22_22_28.jpg,verified,Parking - Bourbon Auction pitch
2024-11-19,MARSH HOUSE,$30.69,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1092_soho_house_nashville_2025-04-30_30_62.jpeg,verified,Marsh House - Dinner with the Steiners
2024-11-18,Midjourney,$32.93,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/824_midjourney_2024-11-18_32_92.jpg,verified,"Midjourney - Marketing, creative, pitch decks (Monthly)"
2024-11-18,CHARTMETRIC,$160.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1091_chartmetric_inc_2024-11-18_160_00.jpg,verified,Chartmetric - Music industry analytics (Monthly)
2024-11-17,BROADWAY BREWHOUSE DOWNTO,$47.34,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1090_broadway_brewhouse_downtown_2024-11-17_47_34.jpg,verified,Broadway Brewhouse - Dinner with Tyler Stevens (Kinwoven)
2024-11-16,METROPOLIS PARKING,$26.25,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1089_metropolis_2024-11-15_26_25.jpg,verified,Parking - Downtown meeting
2024-11-15,METROPOLIS PARKING,$29.40,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1084_metropolis_parking_2024-11-15_29_39.jpg,verified,Parking - Downtown meeting
2024-11-15,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1085_metropolis_2024-11-12_15_99.jpg,verified,Parking - Downtown meeting
2024-11-15,SH NASHVILLE - OTHER,$16.80,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1087_soho_house_nashville_2024-11-15_16_80.jpg,verified,Soho House Nashville - Dinner with Rae Del Bianco (Ten Year Town)
2024-11-15,APPLE.COM/BILL,$102.03,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4332_apple_apple_one_bundle__annual__2024-11-15_102_03.png,verified,Apple - Apple One Bundle (Annual)
2024-11-14,12 SOUTH TAPROOM & GRILL,$279.44,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1079_12_south_taproom_2024-11-13_279_43.jpg,verified,"12 South Taproom - Team dinner with Rachel, Kevin Sabbe"
2024-11-14,ANTHROPIC,$27.44,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1080_anthropic_2024-11-14_27_44.jpg,verified,Claude AI - AI assistant for content creation and coding (Monthly)
2024-11-14,CLOUDFLARE,$5.00,Software subscriptions,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1081_cloudflare_2024-11-14_5_00.jpg,verified,Cloudflare - CDN and DNS for Down Home websites (Monthly)
2024-11-14,METROPOLIS PARKING,$15.99,DH: Travel Costs - Gas/Rental Car,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1082_metropolis_parking_2024-11-14_15_99.jpg,verified,Parking - Meeting with Wesley Street (Nashville Aircraft)
2024-11-14,SH NASHVILLE - OTHER,$7.76,Company Meetings and Meals,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1083_soho_house_nashville_2024-11-14_7_75.jpg,verified,Soho House Nashville - Meeting with Wesley Street (Nashville Aircraft)
2024-11-13,GIVERGY: CHARITY EVENT,$1043.66,Gifts & Donations,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1075_givergy_nashville_bourbon_auct_2024-11-12_1043_66.jpg,verified,Givergy - CMA Foundation charity auction (Golden Nugget)
